X,Y,Z,Q1,Q2,Q3,Q4,Q5,Q6
1.11449,-86.3404,1.04471,-0.376959,7.90183,16.2497,-11.9329,23.0478,15.0214
4.89797,-85.7711,1.76648,-1.6492,8.0421,16.6233,-13.3245,23.0478,16.5595
8.56893,-84.9431,2.31723,-2.87432,8.29926,16.9735,-14.6429,23.0478,18.0244
12.0477,-83.8579,2.70696,-4.02875,8.67331,17.3003,-15.8149,23.0478,19.4161
15.2632,-82.4306,3.04406,-5.08895,9.18763,17.6505,-16.9868,23.0478,20.7345
18.5682,-80.2529,3.33462,-6.17271,10.0059,18.0708,-18.232,23.0478,21.9796
21.6752,-77.5578,3.56949,-7.18579,11.0345,18.5377,-19.3306,23.0478,23.1516
24.9359,-73.994,3.71509,-8.24599,12.4138,19.0981,-20.5026,23.0478,24.3967
28.071,-69.7094,3.84049,-9.25907,14.0737,19.7751,-21.6745,22.7548,25.6419
30.8624,-64.8158,3.96361,-10.1543,15.9673,20.5689,-22.6999,22.4618,26.9603
33.4428,-59.5485,4.03648,-10.9789,18.0012,21.4561,-23.6521,21.8759,28.4252
35.7644,-53.7286,4.20853,-11.7093,20.2221,22.5301,-24.6043,21.1434,30.0366
37.954,-47.7252,4.38187,-12.3925,22.4898,23.7208,-25.3367,20.2645,31.5015
39.8064,-41.2688,4.64934,-12.958,24.8978,25.0983,-26.2157,19.2391,33.1129
41.2121,-35.0837,4.88083,-13.3821,27.1889,26.4758,-26.8749,18.0671,34.6511
42.1618,-28.0829,5.06786,-13.6648,29.7838,28.0634,-27.5341,16.6755,36.4089
42.519,-20.7093,5.29237,-13.759,32.4957,29.8145,-28.12,15.1373,38.2401
42.4516,-13.0521,5.32631,-13.7355,35.3245,31.6589,-28.6328,13.3062,40.1444
41.9536,-4.92041,5.45622,-13.5705,38.2701,33.7601,-28.9257,11.2553,42.0488
40.873,2.18067,5.67896,-13.2171,40.795,35.698,-29.2187,9.27771,43.7335
38.723,11.2858,5.83036,-12.5339,44.0212,38.2428,-29.4385,6.49439,45.5646
36.2321,19.0584,6.10414,-11.7329,46.6863,40.5542,-29.6582,4.00406,47.1027
32.8915,27.6921,6.17981,-10.6727,49.6319,43.1691,-29.8047,1.00101,48.6409
29.3097,35.6949,6.01664,-9.54178,52.3438,45.6439,-29.9512,-1.9288,49.8128
25.0487,43.6908,6.00793,-8.17531,54.9154,48.2588,-30.0244,-5.15159,50.8382
20.138,51.6062,5.78287,-6.59679,57.4169,50.897,-30.0977,-8.44762,51.7172
13.7642,60.5425,5.62775,-4.52351,60.0352,54.0256,-29.8779,-12.6226,52.5961
7.65016,67.9748,5.41194,-2.52092,62.0691,56.7105,-29.585,-16.4313,53.1088
0.641755,75.7693,5.05953,-0.21204,64.0329,59.6056,-29.0722,-20.6063,53.5483
-6.04604,82.3051,4.56127,2.0026,65.5525,62.0804,-28.4863,-24.708,53.8413
-12.9862,88.7723,3.89963,4.31147,66.9084,64.5785,-27.7538,-28.9563,54.1343
-20.8752,95.0379,2.89531,6.95019,68.1007,67.03,-26.7284,-33.644,54.2808
-29.0669,100.745,1.5787,9.7067,69.0592,69.2947,-25.2635,-38.3316,53.768
-37.5223,105.783,0.102528,12.5575,69.7138,71.3492,-23.1394,-42.8729,52.2299
-46.1856,110.212,-1.8377,15.5025,70.2047,73.1703,-19.9898,-47.1943,49.5931
-55.0693,113.629,-3.93822,18.5181,70.3684,74.6412,-15.8149,-51.296,45.7843
-64.1681,116.309,-6.51148,21.628,70.3684,75.8319,-10.2482,-54.8851,40.5839
-72.9238,118.38,-9.21851,24.6202,70.1814,76.8125,-3.58292,-57.6684,34.0651
-81.3105,119.599,-11.9603,27.4709,69.7839,77.4896,3.37537,-59.646,26.9603
-89.5151,120.112,-14.7169,30.2274,69.1761,77.9332,10.6999,-60.8912,19.1231
-98.4152,119.714,-17.7977,33.1724,68.2644,78.0966,18.4639,-61.4039,10.6266
-107.204,118.765,-21.0495,36.0467,67.189,78.0966,25.6419,-60.9644,2.42319
-115.872,117.043,-24.372,38.8268,65.9032,77.8631,32.0142,-59.8657,-5.26756
-124.308,114.465,-27.6747,41.4655,64.4069,77.3728,37.6541,-58.4741,-12.1526
-132.326,111.102,-31.0315,43.9393,62.7939,76.6257,42.2686,-56.4232,-18.232
-139.895,106.807,-34.2002,46.2011,60.9937,75.5984,46.0773,-54.2259,-23.3591
-146.872,101.906,-37.2654,48.2508,59.1235,74.3844,48.9339,-51.589,-27.5341
-152.693,97.0224,-39.9853,49.9471,57.3935,73.147,50.9115,-49.1719,-30.6836
-158.413,91.2409,-42.7768,51.5963,55.4765,71.6528,52.5961,-46.4619,-33.3205
-163.523,84.9428,-45.3814,53.057,53.5127,69.9951,53.768,-43.825,-35.5178
-167.726,78.4397,-47.7474,54.2821,51.6424,68.2207,54.4273,-41.2615,-37.056
-171.695,71.0083,-50.0673,55.4366,49.5618,66.1895,54.94,-38.4781,-38.3744
-174.934,63.2664,-52.1351,56.4025,47.4811,64.0415,54.94,-35.6948,-39.3266
-177.282,55.3519,-53.9087,57.1565,45.4706,61.7769,54.7935,-32.9115,-40.1323
-177.795,47.5151,-53.9915,57.2507,43.6003,59.4421,54.2808,-30.1282,-40.645
-177.569,39.2323,-54.1372,57.2507,41.7535,56.8506,53.5483,-27.4181,-40.352
-177.156,31.6124,-54.4027,57.2507,40.0235,54.4692,52.7426,-25.001,-39.473
-176.235,23.6202,-54.8922,57.2271,38.2701,51.8776,51.7904,-22.3642,-38.0081
-174.542,15.1439,-55.6778,57.1565,36.5168,48.9592,50.6918,-19.5809,-36.1038
-172.754,7.13373,-56.429,57.0622,34.7634,46.2276,49.8861,-17.0906,-34.1262
-170.306,-0.633873,-56.4173,56.6853,32.9866,43.5893,49.2269,-14.527,-32.1485
-167.187,-8.32401,-55.7893,56.0491,31.1631,40.9745,48.4212,-12.0366,-30.3174
-163.755,-15.9766,-54.7414,55.2481,29.2228,38.4529,47.469,-9.5463,-28.3398
-160,-23.2773,-53.6018,54.3528,27.3291,36.0248,46.5168,-7.2757,-26.4354
-156.453,-29.6731,-52.3013,53.434,25.5758,33.9703,45.4913,-5.07834,-24.7508
-152.544,-36.2507,-50.664,52.3502,23.6821,31.9391,44.3927,-2.80774,-22.9929
-148.258,-42.4612,-48.9287,51.1487,21.882,29.9779,43.1475,-0.683633,-21.1618
-143.655,-48.3042,-46.9766,49.8058,20.152,28.1335,41.9756,1.58697,-19.1841
-138.724,-53.6613,-44.9468,48.345,18.5623,26.3824,40.8037,3.71108,-17.06
-133.808,-58.2604,-43.0659,46.8843,17.2064,24.7948,39.705,5.61545,-15.0824
-128.335,-62.7886,-40.9588,45.2116,15.8504,23.2072,38.3866,7.66632,-12.8851
-123.191,-66.6005,-38.9225,43.5859,14.6815,21.8764,37.2146,9.4242,-10.9074
-117.442,-70.3596,-36.6502,41.7247,13.5126,20.5456,35.7497,11.1821,-8.85657
-111.528,-73.5667,-34.2315,39.7457,12.5073,19.3782,34.1383,12.94,-6.8057
-104.922,-76.711,-31.7661,37.531,11.5255,18.1642,32.4537,14.6246,-4.68159
-98.6806,-79.1656,-29.4265,35.3871,10.754,17.1836,30.8423,16.0895,-2.63073
-91.7727,-81.465,-26.9457,32.9839,10.0292,16.2263,29.0112,17.5544,-0.360129
-82.0511,-84.2334,-23.4469,29.5206,9.1175,15.1524,26.3744,19.3855,2.9359
-76.0258,-85.6559,-21.2389,27.3296,8.62656,14.6621,24.6165,20.411,4.91352
-69.4976,-86.9899,-18.9717,24.95,8.15899,14.2185,22.7121,21.3632,7.03763
-63.1639,-88.0106,-16.7395,22.6176,7.78494,13.9383,20.8077,22.2421,9.01525
-56.6586,-88.8568,-14.4761,20.2144,7.45765,13.7749,18.8301,22.9746,10.9196
-49.5679,-89.4222,-12.0856,17.5993,7.22387,13.7282,16.706,23.6338,12.9705
-43.4327,-89.5842,-10.2493,15.3611,7.15373,13.7282,14.8016,24.0732,14.7284
-36.7787,-89.6253,-8.50914,12.958,7.13035,13.7515,12.6775,24.3662,16.6328
-30.13,-89.4541,-6.64745,10.5549,7.15373,13.9617,10.3337,24.5859,18.3906
-23.568,-89.1471,-4.77669,8.19887,7.20049,14.3119,8.06307,24.8057,20.1485
-17.2791,-88.6305,-2.85762,5.96067,7.294,14.8255,5.71922,24.8789,21.7599
-11.0946,-87.8841,-1.01046,3.79315,7.45765,15.4325,3.30213,24.8789,23.4446
-5.55676,-87.0305,0.508684,1.8848,7.66805,16.0162,1.17802,24.8789,24.9095
-0.210053,-86.0249,1.9267,0.0706799,7.92521,16.6466,-0.7996,24.5127,26.4476
5.29869,-84.8157,3.40839,-1.767,8.22913,17.3937,-3.21669,24.1465,27.9858
10.406,-83.5145,4.77398,-3.43975,8.55642,18.1642,-5.41405,23.707,29.5971
15.0976,-82.066,6.05323,-4.94759,8.93047,18.958,-7.53816,23.121,31.1353
19.4964,-80.6662,7.18888,-6.33763,9.28115,19.7284,-9.51578,22.4618,32.4537
23.4344,-79.2289,8.15817,-7.56275,9.6552,20.4522,-11.4201,21.7294,33.6989
26.9526,-77.8509,8.89245,-8.64651,10.0292,21.0826,-13.1048,21.0702,34.944
29.9675,-76.5191,9.48281,-9.56534,10.4033,21.6429,-14.4964,20.2645,36.116
32.5537,-75.3779,10.0235,-10.3428,10.7072,22.1566,-15.8881,19.532,37.2146
34.8606,-74.4086,10.5578,-11.0261,10.941,22.6468,-17.1333,18.8728,38.1668
36.8546,-73.6761,10.9526,-11.6151,11.1046,23.0438,-18.1587,18.2136,39.1923
38.535,-73.056,11.2494,-12.1098,11.2449,23.3706,-19.1109,17.7009,40.2177
